movie_id,rating_average,rating_count,demographic
230011,6.5,8890,age_45_99
58182,7.6,41206,total
58182,7.5,24980,gender_m
58182,7.9,6268,gender_f
58182,8.0,32,age_0_17
58182,7.9,5479,age_18_29
58182,7.5,14821,age_30_44
58182,7.6,10156,age_45_99
150377,6.5,78227,total
150377,6.4,45850,gender_m
150377,7.0,13366,gender_f
150377,6.1,8,age_0_17
150377,6.6,4567,age_18_29
150377,6.4,35270,age_30_44
150377,6.5,17594,age_45_99
1306980,7.6,319602,total
1306980,7.6,205355,gender_m
1306980,7.6,62485,gender_f
1306980,7.7,55,age_0_17
1306980,7.8,73616,age_18_29
1306980,7.6,162655,age_30_44
1306980,7.4,22655,age_45_99
265459,6.8,117073,total
265459,6.8,75651,gender_m
265459,6.6,16724,gender_f
265459,7.6,12,age_0_17
265459,7.0,9381,age_18_29
265459,6.8,61085,age_30_44
265459,6.7,20123,age_45_99
191397,6.6,59794,total
191397,6.5,41001,gender_m
191397,6.8,5914,gender_f
191397,5.0,1,age_0_17
191397,6.8,3926,age_18_29
191397,6.5,31037,age_30_44
191397,6.5,10412,age_45_99
116669,5.8,57011,total
116669,5.7,35270,gender_m
116669,6.3,10271,gender_f
116669,7.0,3,age_0_17
116669,6.1,5256,age_18_29
116669,5.8,32124,age_30_44
116669,5.5,6841,age_45_99
117331,5.0,32806,total
117331,4.9,24124,gender_m
117331,5.1,2480,gender_f
117331,6.0,9,age_0_17
117331,5.1,2120,age_18_29
117331,4.9,17084,age_30_44
117331,5.1,6864,age_45_99
94137,6.1,49784,total
94137,5.9,27557,gender_m
94137,6.5,10147,gender_f
94137,6.3,5,age_0_17
94137,6.3,2704,age_18_29
94137,6.0,22434,age_30_44
94137,6.0,11573,age_45_99
472043,7.8,296510,total
472043,7.8,213467,gender_m
472043,7.8,29375,gender_f
472043,7.7,30,age_0_17
472043,7.8,39771,age_18_29
472043,7.8,159705,age_30_44
472043,7.8,36520,age_45_99
97499,7.5,28640,total
97499,7.5,17475,gender_m
97499,7.7,3531,gender_f
97499,6.8,6,age_0_17
97499,7.3,1718,age_18_29
97499,7.3,9450,age_30_44
97499,7.7,9500,age_45_99
1371111,7.4,349130,total
1371111,7.4,234374,gender_m
1371111,7.5,52252,gender_f
1371111,7.7,25,age_0_17
1371111,7.7,60622,age_18_29
1371111,7.4,171537,age_30_44
1371111,7.1,40732,age_45_99
300471,6.2,101972,total
300471,6.2,70882,gender_m
300471,6.3,9695,gender_f
300471,7.0,13,age_0_17
300471,6.5,17709,age_18_29
300471,6.2,49291,age_30_44
300471,6.1,10793,age_45_99
185183,2.5,76852,total
185183,2.5,54641,gender_m
185183,2.5,4847,gender_f
185183,1.5,14,age_0_17
185183,1.9,3716,age_18_29
185183,2.5,37012,age_30_44
185183,2.7,17533,age_45_99
70723,7.1,58834,total
70723,7.0,41405,gender_m
70723,7.1,5415,gender_f
70723,7.6,10,age_0_17
70723,7.0,3803,age_18_29
70723,7.0,24935,age_30_44
70723,7.2,17152,age_45_99
131369,6.1,42180,total
131369,6.1,26798,gender_m
131369,6.0,5381,gender_f
131369,4.8,4,age_0_17
131369,6.2,1800,age_18_29
131369,6.1,20911,age_30_44
131369,6.2,8835,age_45_99
107302,6.7,51900,total
107302,6.7,33806,gender_m
107302,6.8,6551,gender_f
107302,5.9,5,age_0_17
107302,6.8,2631,age_18_29
107302,6.7,24422,age_30_44
107302,6.7,12378,age_45_99
1104001,6.8,319140,total
1104001,6.8,229815,gender_m
1104001,6.7,34200,gender_f
1104001,6.5,77,age_0_17
1104001,6.8,56343,age_18_29
1104001,6.8,163421,age_30_44
1104001,6.6,35495,age_45_99
86979,7.6,90537,total
86979,7.6,64395,gender_m
86979,7.4,5909,gender_f
86979,7.7,24,age_0_17
86979,7.6,9581,age_18_29
86979,7.6,40558,age_30_44
86979,7.6,18675,age_45_99
44706,8.0,99174,total
44706,8.0,68840,gender_m
44706,7.7,8582,gender_f
44706,7.8,34,age_0_17
44706,7.8,9935,age_18_29
44706,7.9,39126,age_30_44
44706,8.2,26695,age_45_99
252076,5.3,85604,total
252076,4.9,31970,gender_m
252076,5.6,34336,gender_f
252076,6.3,14,age_0_17
252076,5.7,11846,age_18_29
252076,5.1,39595,age_30_44
252076,5.3,13014,age_45_99
120802,7.6,32068,total
120802,7.5,18795,gender_m
120802,7.9,6214,gender_f
120802,5.0,1,age_0_17
120802,7.5,1844,age_18_29
120802,7.6,14073,age_30_44
120802,7.6,8671,age_45_99
1895587,8.1,434672,total
1895587,8.0,245812,gender_m
1895587,8.1,62102,gender_f
1895587,7.8,143,age_0_17
1895587,8.2,90687,age_18_29
1895587,8.0,157421,age_30_44
1895587,8.0,37984,age_45_99
104940,7.7,51061,total
104940,7.6,29354,gender_m
104940,7.9,9520,gender_f
104940,7.6,38,age_0_17
104940,7.6,6182,age_18_29
104940,7.8,23812,age_30_44
104940,7.5,7244,age_45_99
185125,7.9,91481,total
185125,7.8,51645,gender_m
185125,8.0,19320,gender_f
185125,7.3,26,age_0_17
185125,7.9,9692,age_18_29
185125,7.8,43031,age_30_44
185125,7.9,16795,age_45_99
243017,7.8,61700,total
243017,7.7,40400,gender_m
243017,7.9,8495,gender_f
243017,7.6,11,age_0_17
243017,8.1,8984,age_18_29
243017,7.8,32331,age_30_44
243017,7.1,6670,age_45_99
114857,5.6,28808,total
114857,5.5,20622,gender_m
114857,5.7,2083,gender_f
114857,7.5,2,age_0_17
114857,5.7,910,age_18_29
114857,5.6,14076,age_30_44
114857,5.5,7267,age_45_99
89880,6.5,158997,total
89880,6.5,118021,gender_m
89880,6.2,5784,gender_f
89880,6.3,57,age_0_17
89880,6.6,16904,age_18_29
89880,6.5,76626,age_30_44
89880,6.2,25704,age_45_99
322259,5.9,258776,total
322259,5.9,174306,gender_m
322259,6.3,23936,gender_f
322259,6.1,155,age_0_17
322259,6.3,55798,age_18_29
322259,5.7,115576,age_30_44
322259,5.6,17082,age_45_99
118607,7.3,73114,total
118607,7.2,48899,gender_m
118607,7.5,7357,gender_f
118607,7.2,8,age_0_17
118607,7.4,4678,age_18_29
118607,7.3,34343,age_30_44
118607,7.2,15730,age_45_99
112896,5.9,39649,total
112896,5.8,26669,gender_m
112896,6.5,4933,gender_f
112896,7.3,9,age_0_17
112896,6.3,3666,age_18_29
112896,5.9,21567,age_30_44
112896,5.3,5562,age_45_99
164912,5.9,128170,total
164912,5.9,72599,gender_m
164912,6.1,25631,gender_f
164912,5.9,69,age_0_17
164912,6.1,32895,age_18_29
164912,5.8,49584,age_30_44
164912,6.0,12229,age_45_99
253754,6.4,75404,total
253754,6.4,51647,gender_m
253754,6.7,5478,gender_f
253754,5.3,14,age_0_17
253754,6.3,3384,age_18_29
253754,6.4,32878,age_30_44
253754,6.5,19193,age_45_99
765443,7.6,232134,total
765443,7.6,169337,gender_m
765443,7.6,23210,gender_f
765443,7.4,31,age_0_17
765443,7.7,24945,age_18_29
765443,7.6,131227,age_30_44
765443,7.6,32446,age_45_99
84021,4.4,33639,total
84021,4.0,14269,gender_m
84021,5.0,11162,gender_f
84021,5.3,8,age_0_17
84021,4.4,3353,age_18_29
84021,4.4,13424,age_30_44
84021,4.2,7923,age_45_99
1690953,7.3,376887,total
1690953,7.3,210389,gender_m
1690953,7.6,72878,gender_f
1690953,6.9,353,age_0_17
1690953,7.4,87135,age_18_29
1690953,7.3,144739,age_30_44
1690953,7.3,28512,age_45_99
816711,7.0,617627,total
816711,6.9,398284,gender_m
816711,7.1,73115,gender_f
816711,7.0,240,age_0_17
816711,7.1,120973,age_18_29
816711,6.9,254919,age_30_44
816711,6.9,59659,age_45_99
171580,6.2,33145,total
171580,6.2,19394,gender_m
171580,6.0,5190,gender_f
171580,4.5,2,age_0_17
171580,6.2,990,age_18_29
171580,6.1,13651,age_30_44
171580,6.3,9680,age_45_99
134273,6.5,126567,total
134273,6.5,88003,gender_m
134273,6.5,12246,gender_f
134273,7.1,7,age_0_17
134273,6.6,6399,age_18_29
134273,6.6,68218,age_30_44
134273,6.4,23383,age_45_99
122718,6.2,93355,total
122718,6.2,67414,gender_m
122718,6.1,7991,gender_f
122718,6.3,16,age_0_17
122718,6.5,14624,age_18_29
122718,6.1,47246,age_30_44
122718,6.1,11237,age_45_99
1409024,6.8,342030,total
1409024,6.8,232412,gender_m
1409024,7.0,39837,gender_f
1409024,6.9,160,age_0_17
1409024,6.9,66819,age_18_29
1409024,6.7,156227,age_30_44
1409024,6.8,35959,age_45_99
101507,7.8,130321,total
101507,7.7,90424,gender_m
101507,7.7,9606,gender_f
101507,8.0,45,age_0_17
101507,7.9,17730,age_18_29
101507,7.7,60752,age_30_44
101507,7.6,17677,age_45_99
130018,4.7,69965,total
130018,4.6,43374,gender_m
130018,4.9,11322,gender_f
130018,4.7,14,age_0_17
130018,5.0,6714,age_18_29
130018,4.6,38086,age_30_44
130018,4.6,8464,age_45_99
91605,7.7,104043,total
91605,7.7,69925,gender_m
91605,7.6,11869,gender_f
91605,6.9,17,age_0_17
91605,7.5,8330,age_18_29
91605,7.7,46019,age_30_44
91605,7.9,25435,age_45_99
329575,7.3,67947,total
329575,7.3,43389,gender_m
329575,7.4,9577,gender_f
329575,6.6,6,age_0_17
329575,7.2,4949,age_18_29
329575,7.2,31075,age_30_44
329575,7.5,15933,age_45_99
1194173,6.6,289680,total
1194173,6.6,204274,gender_m
1194173,6.8,29769,gender_f
1194173,6.3,61,age_0_17
1194173,6.6,47431,age_18_29
1194173,6.6,136033,age_30_44
1194173,6.8,37834,age_45_99
111143,6.1,24045,total
111143,6.0,17052,gender_m
111143,6.4,1793,gender_f
111143,5.0,5,age_0_17
111143,6.4,840,age_18_29
111143,6.1,11881,age_30_44
111143,5.9,5739,age_45_99
970179,7.5,310109,total
970179,7.5,202183,gender_m
970179,7.6,53278,gender_f
970179,7.6,152,age_0_17
970179,7.7,61817,age_18_29
970179,7.4,148512,age_30_44
970179,7.5,36789,age_45_99
32976,8.1,127432,total
32976,8.0,70880,gender_m
32976,8.3,23179,gender_f
32976,7.8,65,age_0_17
32976,8.0,15102,age_18_29
32976,8.0,49862,age_30_44
32976,8.2,26407,age_45_99
70909,7.0,53978,total
70909,7.0,37885,gender_m
70909,6.9,3724,gender_f
70909,7.5,22,age_0_17
70909,6.9,4839,age_18_29
70909,6.8,19966,age_30_44
70909,7.1,15510,age_45_99
29947,7.9,56525,total
29947,7.8,32420,gender_m
29947,8.0,11277,gender_f
29947,8.0,12,age_0_17
29947,7.8,5155,age_18_29
29947,7.8,21983,age_30_44
29947,8.0,15790,age_45_99
164181,7.0,77083,total
164181,6.9,49145,gender_m
164181,7.1,11781,gender_f
164181,6.2,9,age_0_17
164181,6.9,4155,age_18_29
164181,6.9,39641,age_30_44
164181,7.0,15884,age_45_99
346156,6.0,82655,total
346156,6.1,57140,gender_m
346156,6.0,9027,gender_f
346156,5.0,4,age_0_17
346156,6.1,4677,age_18_29
346156,6.0,41879,age_30_44
346156,6.2,18663,age_45_99
432283,7.9,208293,total
432283,7.8,126872,gender_m
432283,7.8,32153,gender_f
432283,8.4,179,age_0_17
432283,8.0,41309,age_18_29
432283,7.8,93354,age_30_44
432283,7.5,17960,age_45_99
285742,7.0,84160,total
285742,7.1,53797,gender_m
285742,6.9,12244,gender_f
285742,6.8,5,age_0_17
285742,7.0,4364,age_18_29
285742,7.0,41876,age_30_44
285742,7.2,18730,age_45_99
81353,5.3,30084,total
81353,5.2,19444,gender_m
81353,5.5,3576,gender_f
81353,4.8,9,age_0_17
81353,5.4,1435,age_18_29
81353,5.2,11536,age_30_44
81353,5.3,9445,age_45_99
1213663,7.0,265908,total
1213663,6.9,179681,gender_m
1213663,6.9,27649,gender_f
1213663,7.8,129,age_0_17
1213663,7.2,52396,age_18_29
1213663,6.9,115685,age_30_44
1213663,6.7,27963,age_45_99
1840309,6.6,434529,total
1840309,6.4,221207,gender_m
1840309,7.3,100925,gender_f
1840309,6.6,222,age_0_17
1840309,6.9,102616,age_18_29
1840309,6.5,156420,age_30_44
1840309,6.5,38094,age_45_99
277434,7.2,133424,total
277434,7.1,96274,gender_m
277434,7.1,6912,gender_f
277434,7.2,19,age_0_17
277434,7.4,12562,age_18_29
277434,7.0,63580,age_30_44
277434,7.2,23287,age_45_99
42876,8.2,156947,total
42876,8.2,101578,gender_m
42876,8.1,14466,gender_f
42876,8.1,74,age_0_17
42876,8.2,22862,age_18_29
42876,8.2,66827,age_30_44
42876,8.3,22848,age_45_99
106489,7.8,131738,total
106489,7.8,93060,gender_m
106489,7.8,10168,gender_f
106489,7.9,20,age_0_17
106489,8.0,15827,age_18_29
106489,7.8,64289,age_30_44
106489,7.6,19458,age_45_99
253556,6.2,129394,total
253556,6.2,91753,gender_m
253556,6.3,12284,gender_f
253556,6.4,12,age_0_17
253556,6.3,11749,age_18_29
253556,6.2,68477,age_30_44
253556,6.2,21107,age_45_99
438488,6.5,348039,total
438488,6.5,259062,gender_m
438488,6.7,24552,gender_f
438488,5.6,106,age_0_17
438488,6.4,44717,age_18_29
438488,6.6,186808,age_30_44
438488,6.6,41746,age_45_99
65462,6.1,42835,total
65462,6.1,31010,gender_m
65462,6.1,2622,gender_f
65462,5.3,16,age_0_17
65462,6.0,4190,age_18_29
65462,6.0,17729,age_30_44
65462,6.2,10812,age_45_99
31679,8.1,109434,total
31679,8.1,67123,gender_m
31679,8.1,13226,gender_f
31679,7.8,56,age_0_17
31679,8.1,11770,age_18_29
31679,8.1,42327,age_30_44
31679,8.2,24072,age_45_99
1465522,7.5,169037,total
1465522,7.5,121844,gender_m
1465522,7.6,17986,gender_f
1465522,7.3,34,age_0_17
1465522,7.6,29704,age_18_29
1465522,7.5,87639,age_30_44
1465522,7.5,17662,age_45_99
90633,6.9,50091,total
90633,6.9,29210,gender_m
90633,7.1,10599,gender_f
90633,7.3,11,age_0_17
90633,6.8,6352,age_18_29
90633,7.0,26893,age_30_44
90633,6.6,5386,age_45_99
88930,7.3,88467,total
88930,7.2,51019,gender_m
88930,7.7,15610,gender_f
88930,7.7,39,age_0_17
88930,7.4,10419,age_18_29
88930,7.3,39880,age_30_44
88930,7.0,14017,age_45_99
2310332,7.4,487197,total
2310332,7.3,300288,gender_m
2310332,7.7,60639,gender_f
2310332,7.6,268,age_0_17
2310332,7.5,111330,age_18_29
2310332,7.3,183680,age_30_44
2310332,7.4,38241,age_45_99
1856101,8.0,485436,total
1856101,8.0,293882,gender_m
1856101,7.6,41017,gender_f
1856101,8.2,338,age_0_17
1856101,8.2,85808,age_18_29
1856101,7.9,169212,age_30_44
1856101,7.7,51266,age_45_99
89457,7.0,44493,total
89457,6.9,26073,gender_m
89457,7.5,7621,gender_f
89457,7.0,3,age_0_17
89457,6.9,1593,age_18_29
89457,6.9,16439,age_30_44
89457,7.1,14864,age_45_99
104815,6.9,64406,total
104815,6.9,47337,gender_m
104815,6.9,3769,gender_f
104815,6.5,12,age_0_17
104815,7.0,5306,age_18_29
104815,6.9,33195,age_30_44
104815,6.9,11366,age_45_99
75029,7.8,67994,total
75029,7.8,49212,gender_m
75029,7.6,3163,gender_f
75029,7.3,14,age_0_17
75029,7.7,5258,age_18_29
75029,7.7,24475,age_30_44
75029,8.0,21111,age_45_99
411477,7.0,259820,total
411477,7.0,187540,gender_m
411477,7.0,24197,gender_f
411477,7.5,54,age_0_17
411477,7.0,39096,age_18_29
411477,7.0,133944,age_30_44
411477,7.0,31233,age_45_99
397892,6.8,195565,total
397892,6.8,117043,gender_m
397892,6.9,33846,gender_f
397892,6.8,237,age_0_17
397892,6.7,42276,age_18_29
397892,6.9,84299,age_30_44
397892,7.0,18036,age_45_99
64116,8.5,309693,total
64116,8.5,213624,gender_m
64116,8.1,19246,gender_f
64116,8.5,145,age_0_17
64116,8.4,40602,age_18_29
64116,8.5,131181,age_30_44
64116,8.5,52452,age_45_99
116705,5.6,95184,total
116705,5.6,64080,gender_m
116705,5.6,10342,gender_f
116705,6.2,37,age_0_17
116705,5.9,12369,age_18_29
116705,5.6,48824,age_30_44
116705,5.3,10504,age_45_99
387808,6.6,150437,total
387808,6.6,106632,gender_m
387808,6.5,15621,gender_f
387808,6.7,19,age_0_17
387808,6.5,18427,age_18_29
387808,6.6,80072,age_30_44
387808,6.6,20403,age_45_99
1638355,7.3,285421,total
1638355,7.2,173440,gender_m
1638355,7.5,38825,gender_f
1638355,7.5,109,age_0_17
1638355,7.4,56680,age_18_29
1638355,7.2,113379,age_30_44
1638355,7.0,28539,age_45_99
76752,7.1,101080,total
76752,7.1,72702,gender_m
76752,6.8,5578,gender_f
76752,7.7,45,age_0_17
76752,7.1,10953,age_18_29
76752,7.0,42687,age_30_44
76752,7.1,21934,age_45_99
3460252,7.8,538772,total
3460252,7.8,329980,gender_m
3460252,7.5,47705,gender_f
3460252,8.3,312,age_0_17
3460252,8.1,108482,age_18_29
3460252,7.7,195040,age_30_44
3460252,7.4,47473,age_45_99
165929,6.1,67919,total
165929,6.1,48377,gender_m
165929,6.2,5436,gender_f
165929,6.2,7,age_0_17
165929,6.3,4500,age_18_29
165929,6.1,39022,age_30_44
165929,6.0,8959,age_45_99
119395,6.4,109420,total
119395,6.4,79862,gender_m
119395,6.5,7055,gender_f
119395,6.4,7,age_0_17
119395,6.5,6061,age_18_29
119395,6.4,58513,age_30_44
119395,6.3,20103,age_45_99
110116,7.4,23764,total
110116,7.3,13501,gender_m
110116,7.7,4912,gender_f
110116,6.5,6,age_0_17
110116,7.6,1805,age_18_29
110116,7.4,9549,age_30_44
110116,7.4,6668,age_45_99
489099,6.1,291663,total
489099,6.1,201346,gender_m
489099,6.2,38093,gender_f
489099,6.3,49,age_0_17
489099,6.3,52981,age_18_29
489099,6.0,147867,age_30_44
489099,6.0,30504,age_45_99
478087,6.8,234834,total
478087,6.8,162887,gender_m
478087,6.9,30722,gender_f
478087,6.7,45,age_0_17
478087,7.0,43231,age_18_29
478087,6.8,124633,age_30_44
478087,6.6,19996,age_45_99
2872718,7.8,485774,total
2872718,7.9,302825,gender_m
2872718,7.6,50949,gender_f
2872718,8.3,241,age_0_17
2872718,8.0,109076,age_18_29
2872718,7.8,186021,age_30_44
2872718,7.6,35745,age_45_99
146838,6.9,114029,total
146838,6.9,83116,gender_m
146838,6.5,6582,gender_f
146838,7.0,1,age_0_17
146838,7.0,6049,age_18_29
146838,6.9,61773,age_30_44
146838,6.6,19673,age_45_99
385752,6.1,181635,total
385752,6.0,110528,gender_m
385752,6.3,37675,gender_f
385752,6.1,52,age_0_17
385752,6.0,29895,age_18_29
385752,6.1,89500,age_30_44
385752,6.3,24716,age_45_99
71807,6.7,98264,total
71807,6.7,70971,gender_m
71807,6.6,5200,gender_f
71807,7.0,49,age_0_17
71807,6.8,11152,age_18_29
71807,6.7,42256,age_30_44
71807,6.7,20082,age_45_99
325703,5.6,132180,total
325703,5.5,85668,gender_m
325703,6.0,18969,gender_f
325703,5.3,29,age_0_17
325703,5.7,19561,age_18_29
325703,5.4,64448,age_30_44
325703,5.7,17205,age_45_99
77766,5.8,72135,total
77766,5.7,48018,gender_m
77766,5.9,6684,gender_f
77766,5.4,41,age_0_17
77766,5.6,6871,age_18_29
77766,5.7,30227,age_30_44
77766,5.8,15779,age_45_99
1302011,7.2,261547,total
1302011,7.2,164114,gender_m
1302011,7.2,34027,gender_f
1302011,7.5,320,age_0_17
1302011,7.3,60886,age_18_29
1302011,7.2,109462,age_30_44
1302011,7.0,17908,age_45_99
2379713,6.8,392664,total
2379713,6.8,253712,gender_m
2379713,6.8,35860,gender_f
2379713,6.9,164,age_0_17
2379713,6.9,74534,age_18_29
2379713,6.7,152249,age_30_44
2379713,6.9,42634,age_45_99
172156,6.6,236721,total
172156,6.6,168017,gender_m
172156,6.6,17325,gender_f
172156,6.4,74,age_0_17
172156,6.8,35220,age_18_29
172156,6.6,121963,age_30_44
172156,6.1,20680,age_45_99
292506,6.6,130919,total
292506,6.6,94732,gender_m
292506,6.8,11308,gender_f
292506,6.3,9,age_0_17
292506,6.8,10860,age_18_29
292506,6.6,73197,age_30_44
292506,6.5,19369,age_45_99
418763,7.0,179226,total
418763,7.0,128084,gender_m
418763,7.0,16007,gender_f
418763,7.3,29,age_0_17
418763,7.2,22930,age_18_29
418763,7.0,95848,age_30_44
418763,6.8,21346,age_45_99
64757,6.7,83693,total
64757,6.8,59570,gender_m
64757,6.5,4146,gender_f
64757,7.0,47,age_0_17
64757,6.7,9330,age_18_29
64757,6.7,34720,age_30_44
64757,6.9,17478,age_45_99
2381249,7.4,350234,total
2381249,7.4,229840,gender_m
2381249,7.4,28446,gender_f
2381249,7.7,206,age_0_17
2381249,7.5,65116,age_18_29
2381249,7.3,137740,age_30_44
2381249,7.4,37287,age_45_99
390384,6.9,101140,total
390384,6.9,73704,gender_m
390384,6.5,7500,gender_f
390384,7.4,22,age_0_17
390384,6.9,15794,age_18_29
390384,6.9,50237,age_30_44
390384,6.6,12917,age_45_99
35423,6.4,80282,total
35423,6.3,36043,gender_m
35423,6.6,27826,gender_f
35423,4.9,5,age_0_17
35423,6.6,9005,age_18_29
35423,6.3,39874,age_30_44
35423,6.4,13454,age_45_99
99938,6.2,140246,total
99938,6.1,93985,gender_m
99938,6.3,14943,gender_f
99938,6.8,35,age_0_17
99938,6.2,11787,age_18_29
99938,6.1,71669,age_30_44
99938,6.1,21835,age_45_99
96734,6.9,70688,total
96734,6.8,45720,gender_m
96734,7.0,8780,gender_f
96734,6.8,16,age_0_17
96734,6.8,4156,age_18_29
96734,7.0,34864,age_30_44
96734,6.5,13673,age_45_99
1139797,7.9,208348,total
1139797,7.9,142724,gender_m
1139797,7.8,33021,gender_f
1139797,7.6,36,age_0_17
1139797,7.8,27138,age_18_29
1139797,7.9,116589,age_30_44
1139797,7.9,28993,age_45_99
277027,7.6,145209,total
277027,7.5,81556,gender_m
277027,7.9,36537,gender_f
277027,7.3,27,age_0_17
277027,7.9,23212,age_18_29
277027,7.6,75734,age_30_44
277027,7.3,15983,age_45_99
73341,7.8,46167,total
73341,7.8,32527,gender_m
73341,7.6,3240,gender_f
73341,7.6,5,age_0_17
73341,7.8,2642,age_18_29
73341,7.7,17014,age_30_44
73341,7.9,15509,age_45_99
327850,6.7,102753,total
327850,6.7,75601,gender_m
327850,6.8,7725,gender_f
327850,6.7,20,age_0_17
327850,6.8,12317,age_18_29
327850,6.7,54841,age_30_44
327850,6.6,13567,age_45_99
370263,5.6,188262,total
370263,5.6,135202,gender_m
370263,6.0,12038,gender_f
370263,5.1,48,age_0_17
370263,5.7,21862,age_18_29
370263,5.5,94618,age_30_44
370263,5.8,25880,age_45_99
91867,7.3,40953,total
91867,7.1,18876,gender_m
91867,7.5,11915,gender_f
91867,6.8,8,age_0_17
91867,7.2,4016,age_18_29
91867,7.1,13665,age_30_44
91867,7.5,12526,age_45_99
429493,6.7,249597,total
429493,6.7,185497,gender_m
429493,6.9,23150,gender_f
429493,6.3,33,age_0_17
429493,6.9,44471,age_18_29
429493,6.8,130038,age_30_44
429493,6.4,27043,age_45_99
416320,7.6,209467,total
416320,7.6,126183,gender_m
416320,7.4,42517,gender_f
416320,7.4,28,age_0_17
416320,7.6,25013,age_18_29
416320,7.6,111118,age_30_44
416320,7.5,28272,age_45_99
105698,6.0,84544,total
105698,6.0,64820,gender_m
105698,6.0,4256,gender_f
105698,6.6,8,age_0_17
105698,6.1,5018,age_18_29
105698,6.1,48896,age_30_44
105698,5.8,13288,age_45_99
286112,7.3,76080,total
286112,7.3,54850,gender_m
286112,7.2,4807,gender_f
286112,7.5,31,age_0_17
286112,7.3,12102,age_18_29
286112,7.2,37806,age_30_44
286112,7.2,7775,age_45_99
790636,8.0,454720,total
790636,7.9,274459,gender_m
790636,8.1,74137,gender_f
790636,8.0,132,age_0_17
790636,8.1,99302,age_18_29
790636,7.9,188327,age_30_44
790636,7.8,39961,age_45_99
1320253,6.5,331163,total
1320253,6.5,247460,gender_m
1320253,6.4,24200,gender_f
1320253,6.6,62,age_0_17
1320253,6.5,59104,age_18_29
1320253,6.5,167603,age_30_44
1320253,6.3,34220,age_45_99
80678,8.1,225747,total
80678,8.1,142937,gender_m
80678,8.2,28079,gender_f
80678,8.5,79,age_0_17
80678,8.3,30072,age_18_29
80678,8.1,94032,age_30_44
80678,8.1,41471,age_45_99
86837,6.8,50522,total
86837,6.8,36574,gender_m
86837,6.7,2486,gender_f
86837,6.6,9,age_0_17
86837,6.7,2525,age_18_29
86837,6.8,19891,age_30_44
86837,6.8,15830,age_45_99
36775,8.3,147182,total
36775,8.3,91231,gender_m
36775,8.1,17741,gender_f
36775,8.3,72,age_0_17
36775,8.2,19291,age_18_29
36775,8.2,58025,age_30_44
36775,8.4,28668,age_45_99
116922,7.6,134341,total
116922,7.6,88874,gender_m
116922,7.5,13913,gender_f
116922,7.9,42,age_0_17
116922,7.7,15935,age_18_29
116922,7.6,64585,age_30_44
116922,7.4,19800,age_45_99
70666,7.7,113520,total
70666,7.7,81519,gender_m
70666,7.7,6876,gender_f
70666,7.6,43,age_0_17
70666,7.8,14352,age_18_29
70666,7.7,52150,age_30_44
70666,7.7,19075,age_45_99
164334,6.4,79454,total
164334,6.3,52069,gender_m
164334,6.6,10008,gender_f
164334,6.9,7,age_0_17
164334,6.5,5795,age_18_29
164334,6.3,37753,age_30_44
164334,6.5,16620,age_45_99
1192628,7.2,244678,total
1192628,7.3,158158,gender_m
1192628,6.9,36606,gender_f
1192628,7.6,216,age_0_17
1192628,7.3,51099,age_18_29
1192628,7.2,114015,age_30_44
1192628,7.1,22406,age_45_99
105046,7.5,41381,total
105046,7.4,26159,gender_m
105046,7.6,5529,gender_f
105046,5.7,21,age_0_17
105046,7.4,6224,age_18_29
105046,7.5,17359,age_30_44
105046,7.5,7180,age_45_99
445934,6.3,160967,total
445934,6.3,106921,gender_m
445934,6.3,21844,gender_f
445934,6.4,29,age_0_17
445934,6.3,24266,age_18_29
445934,6.3,82647,age_30_44
445934,6.1,17545,age_45_99
113198,6.9,48234,total
113198,6.8,27284,gender_m
113198,7.0,10223,gender_f
113198,7.1,31,age_0_17
113198,7.0,11045,age_18_29
113198,6.8,22798,age_30_44
113198,6.2,2419,age_45_99
338337,6.3,105111,total
338337,6.3,76121,gender_m
338337,6.4,9462,gender_f
338337,5.5,4,age_0_17
338337,6.5,7894,age_18_29
338337,6.3,57573,age_30_44
338337,6.3,18391,age_45_99
320661,7.2,272454,total
320661,7.2,191104,gender_m
320661,7.0,27330,gender_f
320661,7.2,26,age_0_17
320661,7.5,37366,age_18_29
320661,7.2,139215,age_30_44
320661,7.1,34534,age_45_99
340855,7.3,140359,total
340855,7.2,82986,gender_m
340855,7.5,28096,gender_f
340855,7.3,20,age_0_17
340855,7.4,15407,age_18_29
340855,7.2,70355,age_30_44
340855,7.3,22261,age_45_99
465538,7.2,158956,total
465538,7.2,117302,gender_m
465538,7.1,15289,gender_f
465538,7.0,21,age_0_17
465538,7.1,13265,age_18_29
465538,7.2,87834,age_30_44
465538,7.4,29200,age_45_99
71360,7.8,102454,total
71360,7.8,72015,gender_m
71360,7.7,7748,gender_f
71360,8.1,37,age_0_17
71360,7.9,11612,age_18_29
71360,7.8,44772,age_30_44
71360,7.8,21621,age_45_99
100507,5.3,129925,total
100507,5.3,93244,gender_m
100507,5.7,5496,gender_f
100507,5.9,66,age_0_17
100507,5.6,17456,age_18_29
100507,5.3,61148,age_30_44
100507,5.0,15801,age_45_99
337741,6.7,114704,total
337741,6.7,59166,gender_m
337741,6.9,31482,gender_f
337741,7.2,13,age_0_17
337741,6.7,10952,age_18_29
337741,6.7,56006,age_30_44
337741,6.9,21364,age_45_99
498380,7.9,156221,total
498380,7.9,119334,gender_m
498380,7.7,11246,gender_f
498380,7.7,17,age_0_17
